,Unnamed: 0,contributor,city,climate_zone,building_type,thermal_sensation,country,latitude,longitude,koppen,ta,rh,clothing_insulation,year,vel,mean_radiant_temperature,coolingsys,season,pmv_ce,metabolic_rate,ppd_ce,to,age
10200,10211,Shanghai Jiao Tong University ,"Jiangsu Province,Changzhou City",Hot summer and cold winter zone,Residential,0.0,china,31.43066515,119.48097005383272,Cfa,19.6,44.0,1.21,2018.0,0.0,16.7,Ceiling capillary heating,Winter Season,-0.63,1.1,13.48,18.1,18-30
10230,10241,Shanghai Jiao Tong University ,"Jiangsu Province,Changzhou City",Hot summer and cold winter zone,Residential,0.0,china,31.43066515,119.48097005383272,Cfa,19.1,46.0,1.12,2018.0,0.03,18.8,Ceiling capillary heating,Winter Season,-0.62,1.1,13.06,19.0,18-30
10260,10271,Shanghai Jiao Tong University ,"Jiangsu Province,Changzhou City",Hot summer and cold winter zone,Residential,0.0,china,31.43066515,119.48097005383272,Cfa,22.0,36.0,1.12,2018.0,0.05,21.5,Ceiling capillary heating,Winter Season,-1.37,0.8,43.91,21.7,18-30
10290,10301,Shanghai Jiao Tong University ,"Jiangsu Province,Changzhou City",Hot summer and cold winter zone,Residential,0.0,china,31.43066515,119.48097005383272,Cfa,23.6,48.0,1.01,2018.0,0.02,19.2,Ceiling capillary heating,Winter Season,-0.38,1.0,8.09,21.4,18-30
10320,10331,Shanghai Jiao Tong University ,"Jiangsu Province,Changzhou City",Hot summer and cold winter zone,Residential,1.0,china,31.43066515,119.48097005383272,Cfa,21.4,40.0,1.12,2018.0,0.03,20.5,Ceiling capillary heating,Winter Season,-0.44,1.0,9.01,21.0,18-30
10350,10361,Shanghai Jiao Tong University ,Shanghai City,Hot summer and cold winter zone,Residential,0.0,china,31.2323437,121.4691024,Cfa,12.5,56.0,1.36,2019.0,0.0,11.6,Air conditioning heating,Winter Season,-2.03,1.0,78.27,12.1,≥61
10380,10391,Shanghai Jiao Tong University ,Shanghai City,Hot summer and cold winter zone,Residential,1.0,china,31.2323437,121.4691024,Cfa,14.1,66.0,1.04,2019.0,0.0,12.6,Air conditioning heating,Winter Season,-2.45,1.0,92.41,13.3,≥61
10410,10421,Shanghai Jiao Tong University ,Shanghai City,Hot summer and cold winter zone,Residential,0.0,china,31.2323437,121.4691024,Cfa,12.9,57.0,0.55,2019.0,0.02,12.6,Air conditioning heating,Winter Season,-3.98,1.1,100.0,12.8,18-30
10440,10451,Shanghai Jiao Tong University ,Shanghai City,Hot summer and cold winter zone,Residential,-1.0,china,31.2323437,121.4691024,Cfa,24.5,37.0,0.2,2018.0,0.0,22.6,Air conditioning heating,Winter Season,-2.06,1.0,79.49,23.5,18-30
10470,10481,Shanghai Jiao Tong University ,Shanghai City,Hot summer and cold winter zone,Residential,-3.0,china,31.2323437,121.4691024,Cfa,19.9,38.0,0.27,2018.0,0.05,17.4,Air conditioning heating,Winter Season,-4.0,0.8,100.0,18.7,18-30
10500,10511,Shanghai Jiao Tong University ,Shanghai City,Hot summer and cold winter zone,Residential,1.0,china,31.2323437,121.4691024,Cfa,19.2,58.0,1.03,2018.0,0.0,18.0,Air conditioning heating,Winter Season,-0.51,1.2,10.5,18.6,18-30
10530,10541,Shanghai Jiao Tong University ,Shanghai City,Hot summer and cold winter zone,Residential,0.0,china,31.2323437,121.4691024,Cfa,22.0,55.0,0.36,2019.0,0.01,19.4,Air conditioning heating,Winter Season,-2.47,1.0,92.76,20.7,18-30
10560,10571,Shanghai Jiao Tong University ,Shanghai City,Hot summer and cold winter zone,Residential,0.0,china,31.2323437,121.4691024,Cfa,23.4,34.0,0.63,2019.0,0.0,22.3,Air conditioning heating,Winter Season,-0.35,1.2,7.51,22.8,18-30
10590,10601,Shanghai Jiao Tong University ,Shanghai City,Hot summer and cold winter zone,Office,0.0,china,31.2323437,121.4691024,Cfa,27.2,58.0,0.25,2019.0,0.04,25.0,Cold radiation ceiling cooling,Summer Season,-0.45,1.0,9.29,26.1,18-30
10620,10631,Shanghai Jiao Tong University ,Shanghai City,Hot summer and cold winter zone,Office,1.0,china,31.2323437,121.4691024,Cfa,25.4,57.0,0.81,2019.0,0.02,24.4,Cold radiation ceiling cooling,Summer Season,0.64,1.2,13.71,24.9,18-30
10650,10661,Shanghai Jiao Tong University ,Shanghai City,Hot summer and cold winter zone,Residential,0.0,china,31.2323437,121.4691024,Cfa,28.8,48.0,0.4,2019.0,0.15,27.8,Convection cooling,Summer Season,0.57,1.0,11.76,28.3,18-30
10680,10691,Shanghai Jiao Tong University ,Shanghai City,Hot summer and cold winter zone,Residential,-1.0,china,31.2323437,121.4691024,Cfa,24.7,87.0,1.12,2019.0,0.33,22.9,Convection cooling,Summer Season,0.68,1.2,14.77,23.8,18-30
10710,10721,Tongji University,Beijing,Cold zone,Office,-1.0,china,40.190632,116.412144,BSk,26.9,54.0,0.35,2017.0,0.1,26.8,Radiant floor cooling,Summer Season,0.03,1.0,5.01,26.9,25.0
10740,10751,Tongji University,Beijing,Cold zone,Office,0.0,china,40.190632,116.412144,BSk,25.7,51.0,0.5,2017.0,0.1,25.6,Radiant floor cooling,Summer Season,-0.17,1.0,5.62,25.6,25.0
10770,10781,Tongji University,Beijing,Cold zone,Office,1.0,china,40.190632,116.412144,BSk,25.3,47.0,0.34,2017.0,0.1,25.1,Radiant floor cooling,Summer Season,-0.47,1.1,9.65,25.1,25.0
10800,10811,Tongji University,Beijing,Cold zone,Office,0.0,china,40.190632,116.412144,BSk,25.0,52.0,0.31,2017.0,0.1,24.8,Radiant floor cooling,Summer Season,-0.61,1.1,12.73,24.9,25.0
10830,10841,Tongji University,Beijing,Cold zone,Office,0.0,china,40.190632,116.412144,BSk,25.4,49.0,0.48,2017.0,0.1,25.2,Radiant floor cooling,Summer Season,-0.39,1.0,8.13,25.2,25.0
10860,10871,Tongji University,Beijing,Cold zone,Office,0.0,china,40.190632,116.412144,BSk,25.7,47.0,0.37,2017.0,0.1,25.4,Radiant floor cooling,Summer Season,-0.58,1.0,12.14,25.4,25.0
10890,10901,Tongji University,Beijing,Cold zone,Office,0.0,china,40.190632,116.412144,BSk,26.9,47.0,0.36,2017.0,0.1,26.7,Radiant floor cooling,Summer Season,0.15,1.1,5.48,26.7,25.0
10920,10931,Tongji University,Beijing,Cold zone,Office,0.0,china,40.190632,116.412144,BSk,26.5,49.0,0.33,2017.0,0.1,25.8,Radiant floor cooling,Summer Season,-0.1,1.1,5.2,26.1,25.0
10950,10961,Tongji University,Beijing,Cold zone,Office,1.0,china,40.190632,116.412144,BSk,25.2,56.0,0.4,2017.0,0.1,25.2,Radiant floor cooling,Summer Season,-0.24,1.1,6.16,25.2,25.0
10980,10991,Tongji University,Shanghai City,Hot summer and cold winter zone,Office,0.5,china,31.2323437,121.4691024,Cfa,24.5,77.0,0.61,2014.0,0.1,24.2,Radiant floor cooling,Summer Season,-0.2,1.0,5.84,24.2,25.0
11010,11021,Tongji University,Shanghai City,Hot summer and cold winter zone,Office,-1.0,china,31.2323437,121.4691024,Cfa,26.2,62.0,0.61,2014.0,0.1,25.9,Radiant floor cooling,Summer Season,0.27,1.0,6.56,25.9,25.0
11040,11051,Tongji University,Shanghai City,Hot summer and cold winter zone,Office,1.0,china,31.2323437,121.4691024,Cfa,25.3,43.0,0.61,2014.0,0.1,25.1,Radiant floor cooling,Summer Season,-0.16,1.0,5.57,25.2,25.0
11070,11081,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,1.6,china,34.234054150000006,108.93658257992172,BSk,23.6,12.0,1.39,2018.0,0.05,25.8,Radiant floor heating,Winter Season,1.17,1.7,34.17,24.8,24
11100,11111,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,3.0,china,34.234054150000006,108.93658257992172,BSk,23.6,7.0,1.06,2018.0,0.0,23.8,Convection heating,Winter Season,-0.08,1.0,5.12,23.7,31
11130,11141,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,1.4,china,34.234054150000006,108.93658257992172,BSk,24.1,7.0,0.93,2018.0,0.0,23.8,Convection heating,Winter Season,0.02,1.1,5.01,23.9,22
11160,11171,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,24.9,9.0,0.93,2018.0,0.0,24.9,Convection heating,Winter Season,0.06,1.0,5.07,24.9,31
11190,11201,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,1.2,china,34.234054150000006,108.93658257992172,BSk,24.3,7.0,1.05,2018.0,0.02,24.4,Convection heating,Winter Season,0.42,1.2,8.71,24.4,23
11220,11231,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,1.0,china,34.234054150000006,108.93658257992172,BSk,25.3,7.0,0.79,2018.0,0.0,25.4,Convection heating,Winter Season,0.17,1.1,5.61,25.3,29
11250,11261,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,1.4,china,34.234054150000006,108.93658257992172,BSk,25.1,7.0,0.84,2018.0,0.02,26.2,Convection heating,Winter Season,0.14,1.0,5.42,25.7,27
11280,11291,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,-1.0,china,34.234054150000006,108.93658257992172,BSk,21.8,8.0,1.39,2018.0,0.06,21.8,Convection heating,Winter Season,0.09,1.1,5.18,21.8,30
11310,11321,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,23.6,6.0,0.87,2018.0,0.01,24.2,Convection heating,Winter Season,-0.1,1.1,5.22,23.9,25
11340,11351,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,2.0,china,34.234054150000006,108.93658257992172,BSk,23.8,7.0,0.82,2018.0,0.0,24.5,Convection heating,Winter Season,-0.09,1.1,5.17,24.2,34
11370,11381,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,2.0,china,34.234054150000006,108.93658257992172,BSk,23.8,7.0,1.01,2018.0,0.0,23.9,Convection heating,Winter Season,-0.11,1.0,5.27,23.8,29
11400,11411,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,24.3,9.0,1.05,2018.0,0.0,24.0,Convection heating,Winter Season,0.23,1.1,6.1,24.1,25
11430,11441,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,-0.8,china,34.234054150000006,108.93658257992172,BSk,23.3,12.0,1.53,2019.0,0.0,23.2,Convection heating,Winter Season,0.51,1.1,10.4,23.2,27
11460,11471,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,1.1,china,34.234054150000006,108.93658257992172,BSk,23.7,14.0,1.29,2019.0,0.06,24.0,Convection heating,Winter Season,0.43,1.1,8.81,23.7,25
11490,11501,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,19.6,13.0,1.15,2019.0,0.0,20.3,Radiator heating,Winter Season,-0.95,1.0,24.2,19.5,25
11520,11531,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,22.3,11.0,0.76,2019.0,0.0,22.6,Radiator heating,Winter Season,-0.98,1.0,25.61,22.3,25.0
11550,11561,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,2.0,china,34.234054150000006,108.93658257992172,BSk,21.7,14.0,0.98,2019.0,0.0,21.6,Radiant floor heating,Winter Season,-0.43,1.1,8.85,21.6,31
11580,11591,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.5,china,34.234054150000006,108.93658257992172,BSk,19.9,10.0,0.99,2019.0,0.01,20.9,Convection heating,Winter Season,-0.71,1.1,15.69,20.4,35
11610,11621,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,22.8,7.0,0.63,2019.0,0.02,23.7,Convection heating,Winter Season,-1.04,1.0,27.85,23.2,27
11640,11651,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.3,china,34.234054150000006,108.93658257992172,BSk,22.8,7.0,0.79,2019.0,0.02,23.7,Convection heating,Winter Season,-0.66,1.0,14.35,23.2,39
11670,11681,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,-2.0,china,34.234054150000006,108.93658257992172,BSk,23.1,8.0,0.99,2019.0,0.02,23.9,Radiator heating,Winter Season,0.18,1.2,5.7,23.5,19
11700,11711,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,20.8,8.0,1.26,2019.0,0.0,21.6,Radiator heating,Winter Season,-0.4,1.0,8.36,21.2,23
11730,11741,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,17.1,27.0,1.5,2019.0,0.0,18.6,Radiator heating,Winter Season,-0.72,1.0,15.9,17.8,55
11760,11771,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,1.0,china,34.234054150000006,108.93658257992172,BSk,26.1,6.0,0.86,2019.0,0.0,26.5,Radiant floor heating,Winter Season,0.51,1.1,10.42,26.3,30
11790,11801,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,-0.6,china,34.234054150000006,108.93658257992172,BSk,22.5,8.0,0.9,2019.0,0.0,22.6,Convection heating,Winter Season,-0.36,1.1,7.67,22.5,24
11820,11831,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,24.9,60.0,0.63,2019.0,0.08,25.1,Convection cooling,Summer Season,0.23,1.1,6.14,25.0,36
11850,11861,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,1.0,china,34.234054150000006,108.93658257992172,BSk,24.9,74.0,0.53,2019.0,0.01,24.7,Convection cooling,Summer Season,-0.17,1.0,5.59,24.8,29
11880,11891,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,3.0,china,34.234054150000006,108.93658257992172,BSk,27.3,60.0,0.58,2019.0,0.06,27.2,Convection cooling,Summer Season,0.85,1.1,20.44,27.2,30
11910,11921,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,3.0,china,34.234054150000006,108.93658257992172,BSk,28.4,59.0,0.67,2019.0,0.02,28.1,Convection cooling,Summer Season,1.21,1.0,35.76,28.2,35
11940,11951,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,23.7,49.0,0.65,2019.0,0.16,24.3,Convection cooling,Summer Season,-0.23,1.1,6.07,24.1,29
11970,11981,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,-1.0,china,34.234054150000006,108.93658257992172,BSk,23.5,52.0,0.59,2019.0,0.22,23.8,Convection cooling,Summer Season,-0.77,1.1,17.58,23.6,28
12000,12011,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,25.7,59.0,0.47,2019.0,0.01,25.9,Convection cooling,Summer Season,0.55,1.3,11.3,25.8,24
12030,12041,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,25.4,53.0,0.56,2019.0,0.38,25.6,Convection cooling,Summer Season,-0.71,1.0,15.55,25.5,24
12060,12071,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,25.4,57.0,0.59,2019.0,0.38,25.6,Convection cooling,Summer Season,-0.58,1.0,12.06,25.5,28
12090,12101,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,-1.0,china,34.234054150000006,108.93658257992172,BSk,24.8,55.0,0.74,2019.0,0.07,24.8,Convection cooling,Summer Season,0.12,1.0,5.31,24.8,24
12120,12131,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,-1.0,china,34.234054150000006,108.93658257992172,BSk,25.5,49.0,0.38,2019.0,0.14,25.7,Convection cooling,Summer Season,-0.26,1.1,6.39,25.6,29
12150,12161,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,25.3,60.0,0.63,2019.0,0.1,25.3,Convection cooling,Summer Season,0.33,1.1,7.34,25.3,26
12180,12191,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,-1.0,china,34.234054150000006,108.93658257992172,BSk,25.2,64.0,0.64,2019.0,0.07,25.2,Convection cooling,Summer Season,0.33,1.1,7.28,25.2,31
12210,12221,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,3.0,china,34.234054150000006,108.93658257992172,BSk,26.4,57.0,0.59,2019.0,0.09,26.5,Convection cooling,Summer Season,0.44,1.0,9.16,26.5,29
12240,12251,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,-2.0,china,34.234054150000006,108.93658257992172,BSk,26.2,59.0,0.63,2019.0,0.04,26.1,Convection cooling,Summer Season,0.6,1.1,12.65,26.2,30
12270,12281,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,1.0,china,34.234054150000006,108.93658257992172,BSk,25.9,62.0,0.59,2019.0,0.17,26.0,Convection cooling,Summer Season,-0.09,1.0,5.17,25.9,26
12300,12311,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,26.2,61.0,0.74,2019.0,0.12,26.3,Convection cooling,Summer Season,0.77,1.1,17.49,26.3,36
12330,12341,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,25.9,67.0,0.55,2019.0,0.09,25.9,Convection cooling,Summer Season,0.72,1.3,15.85,25.9,25
12360,12371,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,25.7,70.0,0.47,2019.0,0.45,25.8,Convection cooling,Summer Season,0.28,1.3,6.64,25.7,26
12390,12401,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,26.9,72.0,0.38,2019.0,0.02,26.8,Convection cooling,Summer Season,1.48,2.0,50.22,26.8,28
12420,12431,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,-1.0,china,34.234054150000006,108.93658257992172,BSk,25.0,62.0,0.52,2019.0,0.17,24.4,Convection cooling,Summer Season,-0.71,1.0,15.58,24.5,22
12450,12461,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,25.7,76.0,0.73,2019.0,0.3,25.6,Convection cooling,Summer Season,0.38,1.1,7.97,25.6,24
12480,12491,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,1.0,china,34.234054150000006,108.93658257992172,BSk,25.9,51.0,0.47,2019.0,0.03,25.7,Convection cooling,Summer Season,1.23,2.0,36.85,25.8,25
12510,12521,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,25.0,65.0,0.53,2019.0,0.08,24.9,Convection cooling,Summer Season,-0.16,1.0,5.56,25.0,25
12540,12551,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,26.0,71.0,0.41,2019.0,0.06,26.1,Convection cooling,Summer Season,0.25,1.1,6.29,26.0,34
12570,12581,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,2.0,china,34.234054150000006,108.93658257992172,BSk,25.6,67.0,0.47,2019.0,0.09,25.6,Convection cooling,Summer Season,0.14,1.1,5.39,25.6,30
12600,12611,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,1.0,china,34.234054150000006,108.93658257992172,BSk,24.8,64.0,0.5,2019.0,0.01,24.7,Convection cooling,Summer Season,-0.07,1.1,5.11,24.7,22
12630,12641,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,26.2,64.0,0.55,2019.0,0.05,26.0,Convection cooling,Summer Season,0.27,1.0,6.57,26.0,33
12660,12671,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,1.0,china,34.234054150000006,108.93658257992172,BSk,26.3,66.0,0.47,2019.0,0.03,26.0,Convection cooling,Summer Season,0.38,1.1,8.07,26.1,22
12690,12701,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,25.8,63.0,0.59,2019.0,0.07,26.1,Convection cooling,Summer Season,0.29,1.0,6.81,25.9,30
12720,12731,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,1.0,china,34.234054150000006,108.93658257992172,BSk,26.0,60.0,0.38,2019.0,0.06,26.1,Convection cooling,Summer Season,0.5,1.3,10.17,26.1,26
12750,12761,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,1.0,china,34.234054150000006,108.93658257992172,BSk,25.2,61.0,0.56,2019.0,0.06,25.3,Convection cooling,Summer Season,0.19,1.1,5.78,25.2,36
12780,12791,Xi’an University of Architecture and Technology,"Shaanxi Province,Xi'an City",Cold zone,Office,0.0,china,34.234054150000006,108.93658257992172,BSk,25.0,61.0,0.47,2019.0,0.02,25.2,Convection cooling,Summer Season,-0.31,1.0,7.01,25.1,29
